"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"","","2013-10-04 10:19:35.397","2013-10-04 10:19:35.397","2013-10-01 10:17:18.183","","78","Animal Bite","2013-10-08 00:00:00.0","Animal Bite","535799","","","CLOSED","","13"
"","","2013-11-14 14:33:14.303","2013-11-14 14:33:14.303","2013-11-04 08:17:39.0","","07","Animal Bite","2013-11-12 00:00:00.0","Animal Bite","545571","","","CLOSED","","05"
"","","2013-12-13 15:19:13.0","2013-12-13 15:19:13.487","2013-09-18 16:33:58.0","","71","Animal Bite","2013-09-25 00:00:00.0","Animal Bite","531410","","","CLOSED","","12"
"","","2013-09-30 13:11:03.943","2013-09-30 13:11:03.943","2013-09-19 14:18:22.713","","","Animal Bite","2013-09-26 00:00:00.0","Animal Bite","531835","","","CLOSED","","20"
"","","2013-10-07 13:54:22.847","2013-10-07 13:54:22.847","2013-09-19 16:34:02.173","","","Animal Bite","2013-09-26 00:00:00.0","Animal Bite","531968","","","CLOSED","","20"
"","","2013-10-07 09:50:42.04","2013-10-07 09:50:42.04","2013-09-20 09:55:27.0","","45","Animal Bite","2013-09-27 00:00:00.0","Animal Bite","532102","","","CLOSED","","10"
"","","2013-10-07 08:36:12.89","2013-10-07 08:36:12.89","2013-09-23 08:05:46.667","","14","Animal Bite","2013-09-30 00:00:00.0","Animal Bite","532592","","","CLOSED","","05"
"","","2013-11-26 13:57:06.127","2013-11-26 13:57:06.127","2013-11-12 10:19:55.52","","07","Animal Bite","2013-11-19 00:00:00.0","Animal Bite","547768","","","CLOSED","","05"
"","","2013-11-27 15:06:53.947","2013-11-27 15:06:53.947","2013-11-15 13:03:12.0","","56","Animal Bite","2013-11-22 00:00:00.0","Animal Bite","549221","","","CLOSED","","12"
"","","2014-01-13 12:50:16.0","2014-01-21 12:51:57.917","2014-01-13 08:56:34.59","","","Animal Bite","2014-01-20 00:00:00.0","Animal Bite","564544","","","CLOSED","","03"
"","","2014-01-16 00:00:00.0","2014-01-30 14:02:25.507","2014-01-13 10:58:01.0","","27","Animal Bite","2014-01-20 00:00:00.0","Animal Bite","564681","","","CLOSED","","06"
"","","2013-10-08 08:18:38.043","2013-10-08 08:18:38.043","2013-09-30 08:09:21.63","","04","Animal Bite","2013-10-07 00:00:00.0","Animal Bite","535113","","","CLOSED","","01"
"","","2013-10-07 08:44:10.177","2013-10-07 08:44:10.177","2013-09-30 16:42:32.59","","","Animal Bite","2013-10-07 00:00:00.0","Animal Bite","535558","","","CLOSED","","25"
"","","2013-12-12 15:26:17.733","2013-12-12 15:26:17.733","2013-10-29 14:09:54.943","","07","Animal Bite","2013-11-05 00:00:00.0","Animal Bite","544291","","","CLOSED","","05"
"","","2014-01-07 15:39:29.967","2014-01-07 15:39:29.967","2013-12-30 08:55:18.107","","","Animal Bite","2014-01-06 00:00:00.0","Animal Bite","559024","","","CLOSED","","27"
"","","2014-01-21 00:00:00.0","2014-02-13 09:50:21.53","2014-01-08 10:26:01.123","","","Animal Bite","2014-01-15 00:00:00.0","Animal Bite","561018","","","CLOSED","","02"
"","","2014-01-15 14:55:00.0","2014-01-29 14:56:51.427","2014-01-09 15:57:16.0","","01","Animal Bite","2014-01-16 00:00:00.0","Animal Bite","561842","","","CLOSED","","01"
"","","2014-01-09 11:43:12.0","2014-01-15 14:20:25.23","2014-01-09 16:00:51.477","","","Animal Bite","2014-01-16 00:00:00.0","Animal Bite","561861","","","CLOSED","","08"
"","","2014-02-18 13:27:17.0","2014-05-08 13:27:33.633","2014-02-18 14:05:43.29","","","Animal Bite","2014-02-25 00:00:00.0","Animal Bite","574711","","","CLOSED","","15"
"","","2013-11-21 10:32:53.407","2013-11-21 10:32:53.407","2013-09-09 14:51:08.0","","66","Animal Bite","2013-09-16 00:00:00.0","Animal Bite","527869","","","CLOSED","","14"
"","","2013-12-13 14:48:33.577","2013-12-13 14:48:33.577","2013-09-10 15:46:09.517","","66","Animal Bite","2013-09-17 00:00:00.0","Animal Bite","528366","","","CLOSED","","14"
"","","2013-10-07 10:49:19.0","2013-10-07 10:49:19.023","2013-09-11 08:23:46.0","","","Animal Bite","2013-09-18 00:00:00.0","Animal Bite","528496","","","CLOSED","","10"
"","","2013-10-07 10:30:25.877","2013-10-07 10:30:25.877","2013-09-11 09:56:57.0","","74","Animal Bite","2013-09-18 00:00:00.0","Animal Bite","528591","","","CLOSED","","13"
"","","2013-12-13 14:33:53.277","2013-12-13 14:33:53.277","2013-12-09 15:20:34.297","","","Animal Bite","2013-12-16 00:00:00.0","Animal Bite","555080","","","CLOSED","","07"
"","","2014-01-07 16:04:12.413","2014-01-07 16:04:12.413","2013-12-17 15:44:10.0","","62","Animal Bite","2013-12-24 00:00:00.0","Animal Bite","556643","","","CLOSED","","14"
"","","2014-02-03 10:03:00.0","2014-02-13 10:04:08.923","2014-01-27 08:30:31.683","","08","Animal Bite","2014-02-03 00:00:00.0","Animal Bite","568792","","","CLOSED","","02"
"","","2013-12-12 15:08:42.49","2013-12-12 15:08:42.49","2013-10-14 09:15:15.0","","04","Animal Bite","2013-10-21 00:00:00.0","Animal Bite","539841","","","CLOSED","","02"
"","","2013-11-04 13:57:36.803","2013-11-04 13:57:36.803","2013-10-14 10:38:45.017","","48","Animal Bite","2013-10-21 00:00:00.0","Animal Bite","539884","","","CLOSED","","10"
"","","2014-01-08 14:36:40.0","2014-01-08 14:36:40.847","2013-11-25 09:32:37.0","","47","Animal Bite","2013-12-04 00:00:00.0","Animal Bite","551925","","","CLOSED","","10"
"","","2013-12-17 11:53:01.233","2013-12-17 11:53:01.233","2013-11-27 10:54:58.93","","","Animal Bite","2013-12-06 00:00:00.0","Animal Bite","552670","","","CLOSED","","17"
"Cat","","2014-02-06 00:00:00.0","2014-02-07 15:03:50.97","2014-02-05 09:34:12.767","","35","Animal Bite","2014-02-12 00:00:00.0","Animal Bite","571506","-10039001.18633490","4668952.59172270","CLOSED","LACLEDES LANDING BLVD & N LEONOR K SULLIVAN BLVD","08"
"","","2013-09-27 16:39:21.13","2013-09-27 16:39:21.13","2013-09-11 13:44:54.16","","","Animal Bite","2013-09-18 00:00:00.0","Animal Bite","528789","","","CLOSED","","12"
"","","2013-11-08 14:35:30.643","2013-11-08 14:35:30.643","2013-10-16 16:35:00.487","","","Animal Bite","2013-10-23 00:00:00.0","Animal Bite","540830","","","CLOSED","","11"
"","","2013-11-08 16:11:33.0","2013-11-08 16:11:33.053","2013-10-18 15:05:40.0","","16","Animal Bite","2013-10-25 00:00:00.0","Animal Bite","541598","","","CLOSED","","03"
"","","2013-11-08 14:06:53.86","2013-11-08 14:06:53.86","2013-10-21 09:11:35.147","","42","Animal Bite","2013-10-28 00:00:00.0","Animal Bite","541774","","","CLOSED","","04"
"","","2013-11-06 13:47:01.25","2013-11-06 13:47:01.25","2013-10-22 10:10:38.023","","","Animal Bite","2013-10-29 00:00:00.0","Animal Bite","542201","","","CLOSED","","20"
"","","2013-12-19 10:35:28.867","2013-12-19 10:35:28.867","2013-12-12 14:04:59.737","","38","Animal Bite","2013-12-19 00:00:00.0","Animal Bite","555756","","","CLOSED","","09"
"","","2014-01-08 09:32:25.417","2014-01-08 09:32:25.417","2013-12-16 15:52:06.62","","","Animal Bite","2013-12-23 00:00:00.0","Animal Bite","556329","","","CLOSED","","03"
"","","2014-01-07 15:50:24.52","2014-01-07 15:50:24.52","2013-12-24 11:03:29.66","","","Animal Bite","2014-01-01 00:00:00.0","Animal Bite","558183","","","CLOSED","","22"
"","","2014-01-31 00:00:00.0","2014-02-07 15:36:03.82","2014-01-21 08:40:41.357","","","Animal Bite","2014-01-28 00:00:00.0","Animal Bite","567146","","","CLOSED","","03"
"","","2014-01-23 00:00:00.0","2014-01-30 16:07:13.723","2014-01-21 16:34:52.88","","","Animal Bite","2014-01-28 00:00:00.0","Animal Bite","567435","","","CLOSED","","17"
"","","2013-11-12 14:48:02.0","2013-11-12 14:48:02.533","2013-10-14 16:40:37.0","","04","Animal Bite","2013-10-21 00:00:00.0","Animal Bite","540118","","","CLOSED","","02"
"","","2013-12-12 15:14:17.0","2013-12-12 15:14:17.827","2013-10-14 16:44:31.0","","25","Animal Bite","2013-10-21 00:00:00.0","Animal Bite","540122","","","CLOSED","","07"
"","","2013-12-17 13:27:37.263","2013-12-17 13:27:37.263","2013-11-25 08:10:00.0","","15","Animal Bite","2013-12-04 00:00:00.0","Animal Bite","551855","","","CLOSED","","06"
"","","2014-02-07 00:00:00.0","2014-02-07 10:59:03.843","2014-02-07 10:58:18.0","","41","Animal Bite","2014-02-14 00:00:00.0","Animal Bite","572358","","","CLOSED","","04"
"","","2014-04-04 00:00:00.0","2014-04-10 15:39:38.877","2014-03-31 10:59:38.0","","63","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589089","","","CLOSED","","14"
"","","2014-04-02 00:00:00.0","2014-04-04 13:22:53.273","2014-03-31 15:33:46.83","","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589336","","","CLOSED","","20"
"","","2014-04-04 13:25:00.0","2014-04-04 13:39:21.223","2014-03-31 15:37:15.867","","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589341","","","CLOSED","","14"
"","","2014-04-02 00:00:00.0","2014-04-14 14:15:01.757","2014-03-31 16:30:26.817","","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589390","","","CLOSED","","27"
"","","2014-04-01 13:36:18.0","2014-05-08 13:36:34.473","2014-04-01 12:54:46.387","","25","Animal Bite","2014-04-08 00:00:00.0","Animal Bite","589756","","","CLOSED","","07"
"","","2014-05-07 16:14:10.0","2014-10-17 16:14:30.83","2014-05-07 08:52:42.007","","","Animal Bite","2014-05-14 00:00:00.0","Animal Bite","603334","","","CLOSED","","22"
"","","2014-01-22 00:00:00.0","2014-03-05 13:58:40.55","2014-01-15 08:41:51.39","","","Animal Bite","2014-01-22 00:00:00.0","Animal Bite","565605","","","CLOSED","","28"
"Dog","","2014-01-15 00:00:00.0","2014-01-28 13:42:14.923","2014-01-15 13:26:09.813","","45","Animal Bite","2014-01-22 00:00:00.0","Animal Bite","565952","-10052259.55295130","4671320.94484820","CLOSED","GRAND DR & LINDELL BLVD","10"
"","","2014-02-25 00:00:00.0","2014-03-03 13:35:39.157","2014-02-25 08:52:49.607","","","Animal Bite","2014-03-04 00:00:00.0","Animal Bite","577663","","","CLOSED","","27"
"","","2014-04-18 00:00:00.0","2014-04-21 14:47:23.303","2014-04-09 13:55:48.0","","19","Animal Bite","2014-04-16 00:00:00.0","Animal Bite","592906","","","CLOSED","","07"
"","","2014-02-20 00:00:00.0","2014-03-03 13:27:06.143","2014-02-18 15:15:36.133","","59","Animal Bite","2014-02-25 00:00:00.0","Animal Bite","574745","","","CLOSED","","11"
"","","2014-02-19 00:00:00.0","2014-03-19 16:12:47.26","2014-02-18 15:45:44.0","","","Animal Bite","2014-02-26 00:00:00.0","Animal Bite","574773","","","CLOSED","","05"
"","","2014-02-19 13:26:40.0","2014-05-08 13:26:51.51","2014-02-19 08:46:30.393","","","Animal Bite","2014-02-26 00:00:00.0","Animal Bite","574916","","","CLOSED","","20"
"","","2014-04-02 00:00:00.0","2014-04-14 14:26:55.217","2014-03-24 10:09:43.01","","73","Animal Bite","2014-03-31 00:00:00.0","Animal Bite","586586","","","CLOSED","","13"
"","","2014-05-05 00:00:00.0","2014-05-08 13:18:44.197","2014-04-28 09:28:02.423","","","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599537","","","CLOSED","","26"
"","","2014-04-28 13:15:26.0","2014-05-08 13:15:36.24","2014-04-28 14:11:41.16","","","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599865","","","CLOSED","","14"
"","","2014-04-30 13:10:29.0","2014-05-08 13:10:40.203","2014-04-30 08:51:11.0","","74","Animal Bite","2014-05-07 00:00:00.0","Animal Bite","600608","","","CLOSED","","13"
"","","2014-05-09 00:00:00.0","2014-05-16 15:49:49.087","2014-04-30 14:33:23.827","","","Animal Bite","2014-05-07 00:00:00.0","Animal Bite","600892","","","CLOSED","","16"
"","","2014-06-02 15:29:04.0","2014-10-17 15:29:24.607","2014-06-02 12:38:19.163","","76","Animal Bite","2014-06-09 00:00:00.0","Animal Bite","613509","","","CLOSED","","13"
"","","2014-06-03 14:56:31.0","2014-07-25 14:56:43.357","2014-06-03 08:04:53.373","","08","Animal Bite","2014-06-10 00:00:00.0","Animal Bite","613785","","","CLOSED","","02"
"","","2014-05-07 15:51:50.0","2014-10-17 15:52:11.617","2014-05-07 12:56:51.703","","","Animal Bite","2014-05-14 00:00:00.0","Animal Bite","603583","","","CLOSED","","08"
"","","2014-08-11 08:54:35.74","2014-08-11 08:54:35.74","2014-05-09 09:32:09.28","","","Animal Bite","2014-05-16 00:00:00.0","Animal Bite","604538","","","CLOSED","","04"
"Cat","","2014-05-16 00:00:00.0","2014-05-16 14:07:11.653","2014-05-12 10:02:35.0","","12","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605254","-10050009.51613220","4666817.96786000","CLOSED","SUBLETTE AVE & BISCHOFF AVE","05"
"","","2014-05-16 00:00:00.0","2014-06-03 14:39:57.947","2014-05-12 10:47:17.023","","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605318","","","CLOSED","","22"
"","","2014-05-12 15:32:17.0","2014-10-17 15:32:38.257","2014-05-12 10:56:41.813","","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605330","","","CLOSED","","25"
"","","2014-05-12 16:20:24.0","2014-10-17 16:20:34.543","2014-05-12 11:01:27.04","","15","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605337","","","CLOSED","","06"
"","","2014-06-18 10:53:59.173","2014-06-18 10:54:11.987","2014-06-09 10:56:32.737","","51","Animal Bite","2014-06-16 00:00:00.0","Animal Bite","616259","","","CLOSED","","10"
"","","2014-06-09 14:47:18.0","2014-07-25 14:47:29.187","2014-06-09 14:24:56.0","","16","Animal Bite","2014-06-16 00:00:00.0","Animal Bite","616450","","","CLOSED","","03"
"","","2014-06-12 13:15:07.0","2014-08-12 13:15:31.193","2014-06-11 10:59:55.947","","","Animal Bite","2014-06-18 00:00:00.0","Animal Bite","617454","","","CLOSED","","25"
"","","2014-06-18 11:02:55.267","2014-06-18 11:03:16.5","2014-06-11 11:09:26.637","","","Animal Bite","2014-06-18 00:00:00.0","Animal Bite","617470","","","CLOSED","","16"
"","","2014-06-11 11:29:09.413","2014-10-17 16:43:03.24","2014-06-11 11:25:35.523","","","Animal Bite","2014-06-18 00:00:00.0","Animal Bite","617489","","","CLOSED","","15"
"","","2014-06-11 16:53:59.0","2014-10-17 16:54:08.25","2014-06-11 13:34:48.307","","","Animal Bite","2014-06-18 00:00:00.0","Animal Bite","617592","","","CLOSED","","17"
"","","2014-03-13 00:00:00.0","2014-04-03 10:52:21.68","2014-03-11 16:09:15.477","","","Animal Bite","2014-03-18 00:00:00.0","Animal Bite","582505","","","CLOSED","","13"
"","","2014-04-23 00:00:00.0","2014-08-14 09:27:32.313","2014-04-16 10:34:44.673","","72","Animal Bite","2014-04-23 00:00:00.0","Animal Bite","595347","","","CLOSED","","13"
"","","2014-04-17 00:00:00.0","2014-04-24 15:34:03.777","2014-04-16 13:09:59.95","","55","Animal Bite","2014-04-23 00:00:00.0","Animal Bite","595438","","","CLOSED","","12"
"","","2014-04-24 16:55:45.063","2014-04-24 17:00:44.567","2014-04-17 12:57:58.173","","48","Animal Bite","2014-04-24 00:00:00.0","Animal Bite","595910","","","CLOSED","","10"
"","","2014-04-25 00:00:00.0","2014-05-07 16:38:59.627","2014-04-23 14:02:49.5","","","Animal Bite","2014-04-30 00:00:00.0","Animal Bite","598078","","","CLOSED","","13"
"","","2014-06-09 12:13:11.453","2014-06-09 12:13:17.363","2014-05-21 14:34:15.02","","08","Animal Bite","2014-05-28 00:00:00.0","Animal Bite","609337","","","CLOSED","","02"
"","","2014-06-25 16:08:29.0","2014-10-17 16:08:47.457","2014-06-25 16:17:41.373","","71","Animal Bite","2014-07-02 00:00:00.0","Animal Bite","623574","","","CLOSED","","12"
"","","2014-07-10 12:12:56.067","2014-07-10 12:12:56.067","2014-06-27 10:29:35.0","","30","Animal Bite","2014-07-04 00:00:00.0","Animal Bite","624361","","","CLOSED","","07"
"","","2014-07-07 11:31:58.0","2014-07-21 11:32:27.787","2014-07-03 08:40:20.0","","24","Animal Bite","2014-07-10 00:00:00.0","Animal Bite","626485","","","CLOSED","","07"
"","","2014-08-04 16:01:59.0","2014-10-17 16:02:17.423","2014-08-04 10:18:01.457","","22","Animal Bite","2014-08-11 00:00:00.0","Animal Bite","638470","","","CLOSED","","08"
"","","2014-08-05 00:00:00.0","2014-09-09 09:36:06.617","2014-08-04 14:00:11.367","","22","Animal Bite","2014-08-11 00:00:00.0","Animal Bite","638656","","","CLOSED","","08"
"","","2014-08-06 11:03:52.51","2014-08-06 11:03:52.51","2014-07-07 09:14:27.097","","","Animal Bite","2014-07-14 00:00:00.0","Animal Bite","627097","","","CLOSED","","22"
"","","2014-07-10 12:48:13.0","2014-08-12 12:48:26.44","2014-07-08 13:41:35.0","","05","Animal Bite","2014-07-16 00:00:00.0","Animal Bite","627767","","","CLOSED","","02"
"","","2013-05-10 11:47:56.29","2013-05-10 11:47:56.29","2013-03-29 14:24:24.0","","23","Animal Bite","2013-04-05 00:00:00.0","Animal Bite","471266","","","CLOSED","","08"
"","","2013-05-16 14:32:03.37","2013-05-16 14:32:03.37","2013-04-01 08:27:04.0","","05","Animal Bite","2013-04-08 00:00:00.0","Animal Bite","471501","","","CLOSED","","02"
"","","2013-04-17 09:27:16.0","2013-04-17 09:27:16.82","2013-04-01 15:10:40.0","","63","Animal Bite","2013-04-08 00:00:00.0","Animal Bite","471784","","","CLOSED","","14"
"","","2013-04-17 09:29:26.21","2013-04-17 09:29:26.21","2013-04-02 08:21:06.0","","63","Animal Bite","2013-04-09 00:00:00.0","Animal Bite","471872","","","CLOSED","","14"
"","","2013-04-17 11:36:48.573","2013-04-17 11:36:48.573","2013-04-05 09:13:00.0","","01","Animal Bite","2013-04-12 00:00:00.0","Animal Bite","473165","","","CLOSED","","01"
"","","2013-05-03 16:52:55.743","2013-05-03 16:52:55.743","2013-04-05 09:18:46.0","","40","Animal Bite","2013-04-12 00:00:00.0","Animal Bite","473171","","","CLOSED","","09"
"","","2013-05-03 14:52:54.443","2013-05-03 14:52:54.443","2013-04-08 10:27:23.0","","07","Animal Bite","2013-04-15 00:00:00.0","Animal Bite","473695","","","CLOSED","","05"
"","","2013-05-31 14:03:00.91","2013-05-31 14:03:00.91","2013-05-02 16:47:38.203","","13","Animal Bite","2013-05-09 00:00:00.0","Animal Bite","481259","","","CLOSED","","05"
"","","2013-06-07 08:53:33.543","2013-06-07 08:53:33.543","2013-06-05 09:38:20.62","","27","Animal Bite","2013-06-12 00:00:00.0","Animal Bite","492303","","","CLOSED","","06"
"","","2013-06-05 15:25:00.0","2013-06-26 09:58:47.44","2013-06-05 10:19:18.617","","07","Animal Bite","2013-06-12 00:00:00.0","Animal Bite","492340","","","CLOSED","","05"
"","","2013-06-07 15:33:27.0","2013-06-18 09:15:14.38","2013-06-05 15:31:36.0","","02","Animal Bite","2013-06-12 00:00:00.0","Animal Bite","492600","","","CLOSED","","01"
"","","2013-06-26 16:14:09.0","2013-07-10 14:38:55.94","2013-06-07 13:24:35.867","","15","Animal Bite","2013-06-14 00:00:00.0","Animal Bite","493562","","","CLOSED","","06"
"Dog","","2022-03-23 14:20:55.803","2022-03-23 14:20:55.803","2009-04-01 13:32:32.0","","19","Animal Bite","2009-04-08 00:00:00.0","Animal Bite","29035","-10045373.50625510","4663038.53953820","CLOSED","WINNEBAGO & VIRGINIA","07"
"","","2013-05-01 09:51:33.027","2013-05-01 09:51:33.027","2013-04-22 16:00:16.0","","41","Animal Bite","2013-04-29 00:00:00.0","Animal Bite","477975","","","CLOSED","","04"
"","","2013-05-06 11:00:29.583","2013-05-06 11:00:29.583","2013-04-25 09:25:15.07","","","Animal Bite","2013-05-02 00:00:00.0","Animal Bite","478844","","","CLOSED","","24"
"","","2013-05-07 17:01:33.0","2013-05-07 17:01:33.903","2013-04-29 11:21:01.0","","74","Animal Bite","2013-05-06 00:00:00.0","Animal Bite","479698","","","CLOSED","","13"
"","2013-04-29 15:45:33.377","","","2013-04-29 11:41:48.0","","74","Animal Bite","2013-05-06 00:00:00.0","Animal Bite","479723","","","CANCEL","","13"
"","","2013-06-12 10:36:52.0","2013-06-20 11:52:52.96","2013-06-12 13:40:00.0","","69","Animal Bite","2013-06-19 00:00:00.0","Animal Bite","495375","","","CLOSED","","12"
"","","2013-06-26 10:42:27.0","2013-06-26 16:18:49.837","2013-06-13 08:27:48.0","","16","Animal Bite","2013-06-20 00:00:00.0","Animal Bite","495678","","","CLOSED","","03"
"","","2013-06-13 10:44:32.0","2013-06-26 10:13:45.063","2013-06-13 14:53:02.817","","","Animal Bite","2013-06-20 00:00:00.0","Animal Bite","495982","","","CLOSED","","20"
"","","2013-06-20 10:46:07.0","2013-07-15 16:50:58.747","2013-06-14 08:21:13.013","","32","Animal Bite","2013-06-21 00:00:00.0","Animal Bite","496103","","","CLOSED","","08"
"","","2013-06-26 10:21:15.157","2013-06-26 10:21:15.157","2013-06-17 11:07:58.0","","04","Animal Bite","2013-06-24 00:00:00.0","Animal Bite","496864","","","CLOSED","","02"
